type,date(yyyyMMddHHmmss),author,message,latitude,longitude, location
mbdata,20140123185100,vonneka,RT @HomelandIlluminations Police report the building is being searched for occupants. #HI,,,
mbdata,20140123185100,blueSunshine,RT @kingWilly Say a prayer for our neighbors #dansingdolfinfire,,,
mbdata,20140123185100,vetsRock,RT @HomelandIlluminations Residents  trickling out of Dancing Dolphin. #HI,,,
mbdata,20140123185103,gardener4958,RT @KronosStar Abila Fire Department has dispatched an ambulance to assist at the Dancing Dolphin fire. #KronosStar,,,
mbdata,20140123185109,jaques,RT @AbilaPost unclear how many people are still inside the building #AbilaPost,,,
mbdata,20140123185110,KronosQuoth,The best reason to start an organization is to make meaning; to create a product or service to make the world a better place.  #POKRally #HI,,,
mbdata,20140123185119,jgrobannne,RT @InternationalNews Fire growing at the Dancing Dolphin fire. #abila #IntNews,,,
mbdata,20140123185138,KronosQuoth,"Waste not, want not  #KronosStar #POKRally",,,
mbdata,20140123185138,KronosQuoth,"If you don't value your time, neither will others. Stop giving away your time and talents- start charging for it.  #POKRally #HI",,,
mbdata,20140123185157,vonneka,RT @KronosStar Abila PD has called for additional support. #KronosStar,,,
mbdata,20140123185159,brandonL,RT @jenny90210 Pulled 14 hour shift last night - have to go in again at midnight. So what happens? fire trucks screaming down the street. #norest,,,
mbdata,20140123185200,stolkfair,RT @HomelandIlluminations Residents  trickling out of Dancing Dolphin. #HI,,,
mbdata,20140123185200,AbilaFireDept,Abila Fire Department fire truck #23 has arrived at Dancing Dolphin apartment #AFD,,,
mbdata,20140123185200,martaO,What's up with this traffic?,,,
ccdata,20140123185200,,ALARM-SECURE NO CRIME,,,3671 N. Valmai St
mbdata,20140123185200,superhero447,"I lost a bunch of weight, this stuff works! look at news article diet.kronos/starvenow  #abila #bestfood",,,
mbdata,20140123185200,KronosQuoth,No one can make you feel inferior without your consent.  #POKRally #HI,,,
mbdata,20140123185200,rockinHW,Hi! I advise you to visit this link hottips.kronos/trading #abila,,,
mbdata,20140123185200,KronosQuoth,Too many of us are not living our dreams because we are living our fears.  #KronosStar #POKRally,,,
mbdata,20140123185202,phantomagate,RT @truccotrucco heading to gelatogalore! whos with me?,,,
mbdata,20140123185214,KronosStar,Flames are shooting from the windows on the second floor.  #KronosStar,,,
mbdata,20140123185214,HomelandIlluminations,Flames visible on 2nd floor. #HI,,,
mbdata,20140123185214,GreyCatCollectibles,where's all the people from upstairs?,,,
mbdata,20140123185214,unicorns,#dancingdolphin full of #dancingfire. #danzamacabra,,,
mbdata,20140123185219,InternationalNews,Flames are shooting from the windows on the second floor. #Abila #IntNews,,,
mbdata,20140123185219,AbilaPost,third fire truck has arrived on the scene #AbilaPost,,,
mbdata,20140123185219,HomelandIlluminations,Firemen still clearing building. #HI,,,
mbdata,20140123185219,trollingsnark,Pictures are totally shopped #yeahright,,,
mbdata,20140123185219,OnlytheTruth,"MOAR FIRE! Really, thatz it?? pahetic",,,
mbdata,20140123185219,POK,"The crowd cheers as Viktor-E sings their hit """"Stand Up Speak Up""""""""",,,
mbdata,20140123185221,GreyCatCollectibles,haven't seen anyone from 3 yet,,,
mbdata,20140123185221,junkieduck113,How's your credit rating? Need a boost? fixit.kronos/creditratings #abila #badcredit,,,
mbdata,20140123185221,KronosQuoth,Successful entrepreneurs are givers and not takers of positive energy.  #POKRally #HI,,,
mbdata,20140123185221,KronosQuoth,You cant fall if you dont climb.  But theres no joy in living your whole life on the ground.  #KronosStar #POKRally,,,
mbdata,20140123185225,soulofShi,kindafun watching the fire #pyroatheart,,,
mbdata,20140123185225,anaregents,"Viktor-e is playing """"stand up speak up"""" inspired by Ghandi very moving song""""",,,
mbdata,20140123185227,AbilaPost,Residents?continue making their way out of the apartment building unclear how many are still inside #AbilaPost,,,
mbdata,20140123185227,GreyCatCollectibles,haven't heard from rachel in days. hope she's off on vaca somewhere,,,
mbdata,20140123185227,Officia1AbilaPost,Death toll mounts - #kronoskidnapping. smad.co.kronos/383n28q,,,
mbdata,20140123185228,KronosStar,Firemen are helping evacuate the building. #KronosStar,,,
mbdata,20140123185228,GreyCatCollectibles,and not in her apt,,,
mbdata,20140123185237,InternationalNews,Evacuation in fire in Dancing Dolphin #IntNews,,,
mbdata,20140123185237,AbilaPost,firefighters have assisted several residents out of the building #AFD #heroes?#AbilaPost,,,
mbdata,20140123185237,windAvatar,feel slightly guilty but can't look away #schadenfreude,,,
mbdata,20140123185237,martaO,Never seen traffic like this before. #notmoving #gridlock youd thinkt his was a #realcity,,,
ccdata,20140123185237,,INCOMPLETE CALL FOR POLICE,,,N/A
mbdata,20140123185241,KronosQuoth,You can't connect the dots looking forward; you can only connect them looking backwards. #POKRally #HI,,,
mbdata,20140123185241,KronosQuoth,Life is 10% what happens to me and 90% of how I react to it.  #KronosStar #POKRally,,,
mbdata,20140123185241,KronosQuoth,"I find that the harder I work, the more luck I seem to have.  #POKRally #HI",,,
mbdata,20140123185241,KronosQuoth,Either write something worth reading or do something worth writing.  #KronosStar #POKRally,,,
mbdata,20140123185257,zengardener,RT @KronosStar Abila PD has called for additional support. #KronosStar,,,
mbdata,20140123185257,wireHead1122,RT @KronosStar Abila PD has called for additional support. #KronosStar,,,
mbdata,20140123185302,CentralBulletin,firefighters assisting residents out of Dancing Dolphin fire #Abila #CentralBulletin,,,
mbdata,20140123185302,redisrad,so many sirens,,,
mbdata,20140123185302,OnlytheTruth,Dang! Missed one!,,,
mbdata,20140123185310,KronosStar,Paramedics have arrived at the scene and are treating some of the evacuated residents for smoke inhalation. #KronosStar #DancingDolphinFire,,,
mbdata,20140123185310,HomelandIlluminations,Three fire engines and several police units at site.  Residents are being evacuated. #HI,,,
mbdata,20140123185310,AbilaFireDept,Abila Fire Department has ordered the evacuation of nearby buildings as a precaution for fire at Achilleos & Madeg?#AFD,,,
mbdata,20140123185310,katrina,just got called into the hospital - staffing up just in case #abilafire,,,
mbdata,20140123185310,trollingsnark,Yup yup come right in. Time to take you in for reeducation.... I mean medical attention. #trustus,,,
mbdata,20140123185310,Viktor-E,"'Stand Up Speak Up"""" has been covered by other bands across the world. see a mix at Viktor-E.kronos/ourmusic/standupspeakup/world""""",,,
mbdata,20140123185310,truthforcadau,"Viktor-E playing my favorite """"Stand up Speak up""""! #POKRallyinthepark""""",36.051,24.854,
mbdata,20140123185311,KronosQuoth,"I find that when you have a real interest in life and a curious life, that sleep is not the most important thing.  #POKRally #HI",,,
mbdata,20140123185311,KronosQuoth,"If you want to lift yourself up, lift up someone else.  #KronosStar #POKRally",,,
mbdata,20140123185314,gardener4958,RT @GreyCatCollectibles where's all the people from upstairs?,,,
mbdata,20140123185319,dtennent,"RT @OnlytheTruth MOAR FIRE! Really, thatz it?? pahetic",,,
mbdata,20140123185319,soup4u,"RT @POK The crowd cheers as Viktor-E sings their hit """"Stand Up Speak Up""""""""",,,
mbdata,20140123185321,phantomagate,RT @AbilaFireDept ?,,,
mbdata,20140123185327,wiseWords,RT @AbilaPost Residents?continue making their way out of the apartment building unclear how many are still inside #AbilaPost,,,
mbdata,20140123185327,farmboy,RT @AbilaPost Residents?continue making their way out of the apartment building unclear how many are still inside #AbilaPost,,,
mbdata,20140123185327,luvMyPants,RT @AbilaPost Residents?continue making their way out of the apartment building unclear how many are still inside #AbilaPost,,,
mbdata,20140123185328,muppiesRock,RT @KronosStar Firemen are helping evacuate the building. #KronosStar,,,
mbdata,20140123185337,BlueVelvet,RT @AbilaPost firefighters have assisted several residents out of the building #AFD #heroes?#AbilaPost,,,
mbdata,20140123185340,whiteprotein,"Gain over 1,000 followers a week by using: getem.kronos/followers #abilaFinest #followme",,,
mbdata,20140123185340,KronosQuoth,"People often say that motivation doesn't last. Well, neither does bathing - that's why we recommend it daily.  #POKRally #HI",,,
mbdata,20140123185402,siliconKing,RT @redisrad so many sirens,,,
mbdata,20140123185407,KronosQuoth,"Waste not, want not  #KronosStar #POKRally",,,
mbdata,20140123185407,KronosQuoth,I attribute my success to this: I never gave or took any excuse.  #KronosStar #POKRally,,,
mbdata,20140123185407,hotdrugs225,How's your credit rating? Need a boost? fixit.kronos/creditratings #abila #badcredit,,,
mbdata,20140123185407,KronosQuoth,Failure is the condiment that gives success its flavor.  #POKRally #HI,,,
mbdata,20140123185425,brandonL,"RT @anaregents Viktor-e is playing """"stand up speak up"""" inspired by Ghandi very moving song""""",,,
mbdata,20140123185427,brain448,RT @AbilaPost Residents?continue making their way out of the apartment building unclear how many are still inside #AbilaPost,,,
mbdata,20140123185435,reggierockin776,You look different in this photo. pics.kronos/pics  #abila #pictures,,,
mbdata,20140123185435,KronosQuoth,When you stop chasing the wrong things you give the right things a chance to catch you.  #POKRally #HI,,,
mbdata,20140123185435,KronosQuoth,Challenges are what make life interesting and overcoming them is what makes life meaningful.  #KronosStar #POKRally,,,
mbdata,20140123185435,Clevvah4Evah,I literally felt like blowing them up #POK #Rally #Grammar,,,
mbdata,20140123185457,KronosQuoth,Real difficulties can be overcome; it is only the imaginary ones that are unconquerable.  #POKRally #HI,,,
mbdata,20140123185501,AbilaPost,paramedics on the scene treating evacuated residents of @dancingdolphin #AbilaPost #firstresponders,,,
mbdata,20140123185501,HomelandIlluminations,Ambulance arrived - no word on injuries. #HI,,,
mbdata,20140123185501,dangermice,Police are flooding the scene,36.059,24.894,
mbdata,20140123185501,powercrystals,Traffic congestion in East Abila #abila,,,
ccdata,20140123185501,,TRAFFIC STOP,,,N. Arbete St / N. Oddisseos St
mbdata,20140123185502,rrWine,RT @OnlytheTruth Dang! Missed one!,,,
mbdata,20140123185502,AbilaPost,An additional police unit has arrived blocking off Achilleos and Madeg #AbilaPost?,,,
mbdata,20140123185502,HomelandIlluminations,Residents are being treated for smoke inhalation and minor injuries. #HI,,,
mbdata,20140123185502,katrina,air quality awful tonight. whats going on???,,,
mbdata,20140123185502,AbilaAllFaith,Counseling is available for those in distress at Abila All-Faiths Church.,,,
mbdata,20140123185503,HomelandIlluminations,Police have asked crowd to move away from scene. #HI,,,
mbdata,20140123185505,HomelandIlluminations,As a precaution fire officials have ordered nearby buildings evacuated. Police are going door to door to clear area. #HI,,,
mbdata,20140123185505,GreyCatCollectibles,They're making us get way back from the building --scared now.,,,
mbdata,20140123185505,dangermice,Oh man they are evacuating the nearby buildings #abilafire,36.059,24.894,
mbdata,20140123185505,martaO,What is going on? I was smart enough to stay away from the #rallypark - thot everyone would be there,,,
mbdata,20140123185505,Viktor-E,Read what person inspired Bert to found Viktor-E: Viktor-E.kronos/theband/interviews,,,
mbdata,20140123185518,Clevvah4Evah,Don't be disinterested in the movie! #POK #Rally #Grammar,,,
mbdata,20140123185518,KronosQuoth,"When in doubt, punt!  #KronosStar #POKRally",,,
mbdata,20140123185519,rnbwBrite,RT @InternationalNews Flames are shooting from the windows on the second floor. #Abila #IntNews,,,
mbdata,20140123185528,soup4u,RT @KronosStar Firemen are helping evacuate the building. #KronosStar,,,
mbdata,20140123185539,KronosQuoth,Fortune sides with him who dares.  #POKRally #HI,,,
mbdata,20140123185600,dtennent,RT @AbilaFireDept Abila Fire Department fire truck #23 has arrived at Dancing Dolphin apartment #AFD,,,
mbdata,20140123185602,ninjabob,RT @HomelandIlluminations Residents are being treated for smoke inhalation and minor injuries. #HI,,,
mbdata,20140123185602,KronosStar,Police and firemen have started to evacuate neighboring buildings. #KronosStar #DancingDolphinFire,,,
mbdata,20140123185602,HomelandIlluminations,Building appears to lost. #HI,,,
mbdata,20140123185602,trollingsnark,There we go. False flag operation entering stage 2.,,,
mbdata,20140123185602,hazMore445,Restaurant opening soon- Dancing Bear   #schaber,,,
mbdata,20140123185603,jaques,RT @HomelandIlluminations Police have asked crowd to move away from scene. #HI,,,
mbdata,20140123185603,sarajane,RT @HomelandIlluminations Police have asked crowd to move away from scene. #HI,,,
mbdata,20140123185603,microBanana,RT @HomelandIlluminations Police have asked crowd to move away from scene. #HI,,,
mbdata,20140123185608,KronosQuoth,Everything youve ever wanted is on the other side of fear.  #KronosStar #POKRally,,,
mbdata,20140123185614,slamrjamr,RT @HomelandIlluminations Flames visible on 2nd floor. #HI,,,
mbdata,20140123185619,slamrjamr,RT @InternationalNews Flames are shooting from the windows on the second floor. #Abila #IntNews,,,
mbdata,20140123185619,rnbwBrite,RT @InternationalNews Flames are shooting from the windows on the second floor. #Abila #IntNews,,,
mbdata,20140123185619,BlueVelvet,RT @InternationalNews Flames are shooting from the windows on the second floor. #Abila #IntNews,,,
mbdata,20140123185619,soup4u,RT @AbilaPost third fire truck has arrived on the scene #AbilaPost,,,
mbdata,20140123185627,gardener4958,RT @AbilaPost Residents?continue making their way out of the apartment building unclear how many are still inside #AbilaPost,,,
mbdata,20140123185627,wireHead1122,RT @AbilaPost Residents?continue making their way out of the apartment building unclear how many are still inside #AbilaPost,,,
mbdata,20140123185632,KronosQuoth,"Life is what we make it, always has been, always will be.  #KronosStar #POKRally",,,
mbdata,20140123185632,Clevvah4Evah,Dont loose your way in the dark going home #POK #Rally #Grammar,,,
mbdata,20140123185637,electricAvenue,RT @AbilaPost firefighters have assisted several residents out of the building #AFD #heroes?#AbilaPost,,,
mbdata,20140123185637,dolls4sale,RT @AbilaPost firefighters have assisted several residents out of the building #AFD #heroes?#AbilaPost,,,
mbdata,20140123185701,vetsRock,RT @AbilaPost paramedics on the scene treating evacuated residents of @dancingdolphin #AbilaPost #firstresponders,,,
mbdata,20140123185701,dragonRider1,RT @HomelandIlluminations Ambulance arrived - no word on injuries. #HI,,,
mbdata,20140123185701,dolls4sale,RT @HomelandIlluminations Ambulance arrived - no word on injuries. #HI,,,
mbdata,20140123185701,KronosQuoth,"Life is what we make it, always has been, always will be.  #KronosStar #POKRally",,,
mbdata,20140123185701,KronosQuoth,Your problem isn't the problem. Your reaction is the problem.  #POKRally #HI,,,
mbdata,20140123185701,KronosQuoth,A real entrepreneur is somebody who has no safety net underneath them.  #POKRally #HI,,,
mbdata,20140123185702,jaques,RT @HomelandIlluminations Building appears to lost. #HI,,,
mbdata,20140123185703,courage4life,RT @HomelandIlluminations Police have asked crowd to move away from scene. #HI,,,
mbdata,20140123185705,muppiesRock,RT @HomelandIlluminations As a precaution fire officials have ordered nearby buildings evacuated. Police are going door to door to clear area. #HI,,,
mbdata,20140123185705,luvMyPants,RT @HomelandIlluminations As a precaution fire officials have ordered nearby buildings evacuated. Police are going door to door to clear area. #HI,,,
mbdata,20140123185710,lordWally,RT @trollingsnark Yup yup come right in. Time to take you in for reeducation.... I mean medical attention. #trustus,,,
mbdata,20140123185713,AbilaPost,Evacuations of surrounding buildings have begun - if you are in the vicinity of Achilleos & Madeg please be safe #AbilaPost,,,
mbdata,20140123185713,trollingsnark,"We're with the government, we're here to help. #yeahright",,,
mbdata,20140123185713,POK,Next up: closing remarks by Sylvia Marek.,,,
mbdata,20140123185725,whiteprotein,He who hesitates is lost! #KronosStar #POKRally,,,
mbdata,20140123185725,Clevvah4Evah,Best seizure salad evvah #POK #Rally #Grammar,,,
mbdata,20140123185756,KronosQuoth,Don't be afraid to give up the good to go for the great.  #POKRally #HI,,,
mbdata,20140123185801,luvMyPants,RT @HomelandIlluminations Ambulance arrived - no word on injuries. #HI,,,
mbdata,20140123185802,pinky,RT @HomelandIlluminations Residents are being treated for smoke inhalation and minor injuries. #HI,,,
mbdata,20140123185805,vetsRock,RT @Viktor-E Read what person inspired Bert to found Viktor-E: Viktor-E.kronos/theband/interviews,,,
mbdata,20140123185819,KronosQuoth,The best revenge is massive success.  #KronosStar #POKRally,,,
mbdata,20140123185846,NewsOnlineToday,Nearby residents being evacuated in Dancing Dolphin fire in Abila. #NewsOnline,,,
mbdata,20140123185846,SaveOurWildlands,Renewable energy and sustainable business is our future: SOW.kronos/whoweare,,,
mbdata,20140123185850,KronosQuoth,"You take your life in your own hands, and what happens? A terrible thing, no one to blame.  #KronosStar #POKRally",,,
mbdata,20140123185850,maskedWoman101,fyi this website badprofiles.kronos/tacky is spreading nasty blogs around #gettingFired,,,
mbdata,20140123185850,KronosQuoth,"In my experience, there is only one motivation, and that is desire. No reasons or principle contain it or stand against it.  #POKRally #HI",,,
mbdata,20140123185901,jgrobannne,RT @AbilaPost paramedics on the scene treating evacuated residents of @dancingdolphin #AbilaPost #firstresponders,,,
mbdata,20140123185901,KronosStar,Paramedics say there are no serious injuries among the building residents. #KronosStar #DancingDolphinFire,,,
mbdata,20140123185901,HomelandIlluminations,A resident may be trapped on upper floor. #HI,,,
mbdata,20140123185901,GreyCatCollectibles,Where did all these people come from? #worstblockpartyever,,,
mbdata,20140123185901,POK,Sylvia thanks all the speakers and the band,,,
mbdata,20140123185903,brain448,RT @HomelandIlluminations Police have asked crowd to move away from scene. #HI,,,
mbdata,20140123185913,Clevvah4Evah,Always flush out your ideas before presenting #POK #Rally #Grammar,,,
mbdata,20140123185913,KronosQuoth,"Dreaming, after all, is a form of planning.  #KronosStar #POKRally",,,
mbdata,20140123185933,reggierockin776,Have you heard millions of people are making $5k+/Mo from home? heres how...workAthome.kronos/scam #kronos #abilajobs,,,
mbdata,20140123185934,HomelandIlluminations,Firemen report they are rescuing one resident trapped on upper floor. #HI,,,
mbdata,20140123185946,sithLordJames,RT @NewsOnlineToday Nearby residents being evacuated in Dancing Dolphin fire in Abila. #NewsOnline,,,
mbdata,20140123185954,Clevvah4Evah,"In edition, you should always add instead of multiply #POK #Rally #Grammar",,,
mbdata,20140123185954,KronosQuoth,The distance between insanity and genius is measured only by success.  #POKRally #HI,,,
mbdata,20140123185954,KronosQuoth,The secret of the universe depends on intrinsic timelessness #POKRally #HI,,,
mbdata,20140123185954,KronosQuoth,"If you don't value your time, neither will others. Stop giving away your time and talents- start charging for it.  #POKRally #HI",,,
mbdata,20140123190000,InternationalNews,Injuries at the Dancing Dolphin Fire #abila #IntNews,,,
mbdata,20140123190000,HomelandIlluminations,Residents report no one lived on floors 4-6. #HI,,,
mbdata,20140123190000,GreyCatCollectibles,hear comes some folks from 3 - AFD carrying Marta out the building. #afdheros,,,
mbdata,20140123190000,dangermice,Someone just got rescued and looks really bad  #abilafire,36.059,24.894,
mbdata,20140123190000,ourcountryourrights,Viktor-e playing for the next hour courtesy of the POK #POK,,,
mbdata,20140123190001,brandonL,RT @KronosStar Paramedics say there are no serious injuries among the building residents. #KronosStar #DancingDolphinFire,,,
mbdata,20140123190001,electricAvenue,RT @KronosStar Paramedics say there are no serious injuries among the building residents. #KronosStar #DancingDolphinFire,,,
mbdata,20140123190001,brandonL,RT @KronosStar Paramedics say there are no serious injuries among the building residents. #KronosStar #DancingDolphinFire,,,
mbdata,20140123190001,courage4life,RT @KronosStar Paramedics say there are no serious injuries among the building residents. #KronosStar #DancingDolphinFire,,,
mbdata,20140123190001,brain448,RT @HomelandIlluminations A resident may be trapped on upper floor. #HI,,,
mbdata,20140123190001,sarajane,RT @HomelandIlluminations A resident may be trapped on upper floor. #HI,,,
mbdata,20140123190002,microBanana,RT @HomelandIlluminations Building appears to lost. #HI,,,
mbdata,20140123190021,reggierockin776,time for a refill ? refill your meds online at drugs.kronos/cheappills #abila #pharmacyripoff,,,
mbdata,20140123190031,KronosStar,Firemen have rescued a resident from the upper floors of the building. #KronosStar #DancingDolphinFire #AFDHeroes,,,
mbdata,20140123190031,HomelandIlluminations,Fire is still out of control  Smoke continues to pour from windows. #HI,,,
mbdata,20140123190031,AbilaAllFaith,Do not lose faith!  Abila All-Faiths Church is here to support #victims #DancingDophinsFire,,,
mbdata,20140123190034,sithLordJames,RT @HomelandIlluminations Firemen report they are rescuing one resident trapped on upper floor. #HI,,,
mbdata,20140123190042,AbilaPost,firefighters have rescued a resident from the upper floors of @dancingdolphin #AbilaPost?,,,
mbdata,20140123190042,HomelandIlluminations,No word on trapped resident. #HI,,,
mbdata,20140123190042,martaO,traffic killing me - looks like #fire - every street closed down or gridlocked,,,
mbdata,20140123190042,ourcountryourrights,Come to the park and join us in social change #POK,,,
mbdata,20140123190047,KronosQuoth,"Life is not measured by the number of breaths we take, but by the moments that take our breath away.  #KronosStar #POKRally",,,
mbdata,20140123190101,sarajane,RT @KronosStar Paramedics say there are no serious injuries among the building residents. #KronosStar #DancingDolphinFire,,,
mbdata,20140123190101,muppiesRock,RT @KronosStar Paramedics say there are no serious injuries among the building residents. #KronosStar #DancingDolphinFire,,,
mbdata,20140123190110,Clevvah4Evah,Waiting for you with bated breadth #POK #Rally #Grammar,,,
mbdata,20140123190110,KronosQuoth,"If you can dream it, you can achieve it.  #KronosStar #POKRally",,,
mbdata,20140123190110,KronosQuoth,"There is no chance, no destiny, no fate, that can hinder or control the firm resolve of a determined soul.  #POKRally #HI",,,
mbdata,20140123190139,Clevvah4Evah,I want a job 80% mental 30% fiscal #POK #Rally #Grammar,,,
mbdata,20140123190142,sithLordJames,RT @AbilaPost firefighters have rescued a resident from the upper floors of @dancingdolphin #AbilaPost?,,,
mbdata,20140123190142,dtennent,RT @HomelandIlluminations No word on trapped resident. #HI,,,
mbdata,20140123190142,slamrjamr,RT @HomelandIlluminations No word on trapped resident. #HI,,,
mbdata,20140123190142,joyce101,RT @ourcountryourrights Come to the park and join us in social change #POK,,,
mbdata,20140123190146,dtennent,RT @NewsOnlineToday Nearby residents being evacuated in Dancing Dolphin fire in Abila. #NewsOnline,,,
mbdata,20140123190200,dtennent,RT @HomelandIlluminations Residents report no one lived on floors 4-6. #HI,,,
mbdata,20140123190200,InternationalNews,Residents rescued in Dancing Dolphin fire #abila #intNews,,,
mbdata,20140123190200,CentralBulletin,resident rescued from upper floors of Dancing Dolphin Apartment #Abila #CentralBulletin,,,
mbdata,20140123190200,martaflores,Thank Abila Firefighters for saving me! #AFD,,,
mbdata,20140123190200,trollingsnark,Yes yes! Thank you oh dear government agents! What would we ever do without you! #sarcasm,,,
mbdata,20140123190200,OnlytheTruth,Missed another! AMATUER!!!,,,
mbdata,20140123190200,POK,Photos of the POK Rally in the Park: POK.kronos/rallyinthepark,,,
mbdata,20140123190200,AbilaPost,Sylvia Marek thanks speakers Lucio Jakab Lorenzo Di Stefano and Dr. Newman #POKrally #AbilaPost,,,
mbdata,20140123190200,anaregents,Sylvia is back on stage i guess this is the end #POKrally,,,
mbdata,20140123190200,footfingers,join the POK and make a differnce #POK,36.054,24.902,
ccdata,20140123190200,,TRAFFIC STOP,,,N. Arbete St / N. Spetson St
mbdata,20140123190200,KronosQuoth,The two most important days in your life are the day you are born and the day you find out why.  #KronosStar #POKRally,,,
mbdata,20140123190200,KronosQuoth,No masterpiece was ever created by a lazy artist. #POKRally #HI,,,
mbdata,20140123190200,KronosQuoth,"You cant use up creativity.  The more you use, the more you have.  #KronosStar #POKRally",,,
mbdata,20140123190200,KronosQuoth,A real entrepreneur is somebody who has no safety net underneath them.  #POKRally #HI,,,
mbdata,20140123190201,vetsRock,RT @KronosStar Paramedics say there are no serious injuries among the building residents. #KronosStar #DancingDolphinFire,,,
mbdata,20140123190201,jgrobannne,RT @KronosStar Paramedics say there are no serious injuries among the building residents. #KronosStar #DancingDolphinFire,,,
mbdata,20140123190201,luvMyPants,RT @HomelandIlluminations A resident may be trapped on upper floor. #HI,,,
mbdata,20140123190201,lordWally,RT @HomelandIlluminations A resident may be trapped on upper floor. #HI,,,
mbdata,20140123190224,KronosQuoth,"If you want to achieve excellence, you can get there today. As of this second, quit doing less-than-excellent work.  #POKRally #HI",,,
mbdata,20140123190224,KronosQuoth,"Winning isnt everything, but wanting to win is.  #KronosStar #POKRally",,,
mbdata,20140123190224,KronosQuoth,Motivation is what gets you started. Habit is what keeps you going.  #POKRally #HI,,,
mbdata,20140123190224,KronosQuoth,If you're going through hell keep going.  #POKRally #HI,,,
mbdata,20140123190231,wiseWords,RT @HomelandIlluminations Fire is still out of control  Smoke continues to pour from windows. #HI,,,
mbdata,20140123190231,jgrobannne,RT @HomelandIlluminations Fire is still out of control  Smoke continues to pour from windows. #HI,,,
mbdata,20140123190231,sarajane,RT @HomelandIlluminations Fire is still out of control  Smoke continues to pour from windows. #HI,,,
mbdata,20140123190231,wireHead1122,RT @AbilaAllFaith Do not lose faith!  Abila All-Faiths Church is here to support #victims #DancingDophinsFire,,,
mbdata,20140123190242,slamrjamr,RT @HomelandIlluminations No word on trapped resident. #HI,,,
mbdata,20140123190246,luvMyPants,RT @SaveOurWildlands Renewable energy and sustainable business is our future: SOW.kronos/whoweare,,,
mbdata,20140123190255,KronosQuoth,Your problem isn't the problem. Your reaction is the problem.  #POKRally #HI,,,
mbdata,20140123190300,vetsRock,RT @dangermice Someone just got rescued and looks really bad  #abilafire,,,
mbdata,20140123190300,muppiesRock,RT @AbilaPost Sylvia Marek thanks speakers Lucio Jakab Lorenzo Di Stefano and Dr. Newman #POKrally #AbilaPost,,,
mbdata,20140123190300,vonneka,RT @AbilaPost Sylvia Marek thanks speakers Lucio Jakab Lorenzo Di Stefano and Dr. Newman #POKrally #AbilaPost,,,
mbdata,20140123190301,lordWally,RT @HomelandIlluminations A resident may be trapped on upper floor. #HI,,,
mbdata,20140123190319,Clevvah4Evah,What number is your PIN number? #POK #Rally #Grammar,,,
mbdata,20140123190319,KronosQuoth,It is never too late to be what you might have been.  #KronosStar #POKRally,,,
mbdata,20140123190319,Clevvah4Evah,Don't be disinterested in the movie! #POK #Rally #Grammar,,,
mbdata,20140123190319,KronosQuoth,"People who succeed have momentum. The more they succeed, the more they want to succeed, and the more they find a way to succeed. #POKRally #HI",,,
mbdata,20140123190331,rrWine,RT @HomelandIlluminations Fire is still out of control  Smoke continues to pour from windows. #HI,,,
mbdata,20140123190331,dtennent,RT @HomelandIlluminations Fire is still out of control  Smoke continues to pour from windows. #HI,,,
mbdata,20140123190342,slamrjamr,RT @AbilaPost firefighters have rescued a resident from the upper floors of @dancingdolphin #AbilaPost?,,,
mbdata,20140123190342,vetsRock,RT @HomelandIlluminations No word on trapped resident. #HI,,,
mbdata,20140123190342,soup4u,RT @HomelandIlluminations No word on trapped resident. #HI,,,
mbdata,20140123190342,siliconKing,RT @HomelandIlluminations No word on trapped resident. #HI,,,
mbdata,20140123190342,vonneka,RT @HomelandIlluminations No word on trapped resident. #HI,,,
mbdata,20140123190343,KronosQuoth,The starting point of all achievement is desire.  #POKRally #HI,,,
mbdata,20140123190343,KronosQuoth,Eighty percent of success is showing up.  #KronosStar #POKRally,,,
mbdata,20140123190343,KronosQuoth,"Good things come to people who wait, but better things come to those who go out and get them.  #POKRally #HI",,,
mbdata,20140123190343,KronosQuoth,All progress takes place outside the comfort zone.  #POKRally #HI,,,
mbdata,20140123190348,POK,Sylvia reminds us all to make a difference everyday day to make the world a better place for all,,,
mbdata,20140123190348,SaveOurWildlands,SOW wants to thank everyone who showed up to support them!,,,
ccdata,20140123190348,,DISTURBANCE-NOISE,,,N. Hacia St / N. Carretera St
mbdata,20140123190400,dolls4sale,RT @GreyCatCollectibles hear comes some folks from 3 - AFD carrying Marta out the building. #afdheros,,,
mbdata,20140123190400,joyce101,RT @OnlytheTruth Missed another! AMATUER!!!,,,
mbdata,20140123190400,worldWatcher,RT @AbilaPost Sylvia Marek thanks speakers Lucio Jakab Lorenzo Di Stefano and Dr. Newman #POKrally #AbilaPost,,,
mbdata,20140123190400,wiseWords,RT @AbilaPost Sylvia Marek thanks speakers Lucio Jakab Lorenzo Di Stefano and Dr. Newman #POKrally #AbilaPost,,,
mbdata,20140123190405,KronosQuoth,"Successful people do what unsuccessful people are not willing to doDon't wish it were easier, wish you were better.  #POKRally #HI",,,
mbdata,20140123190426,KronosQuoth,A successful man is one who can lay a firm foundation with the bricks others have thrown at him.  #POKRally #HI,,,
mbdata,20140123190426,KronosQuoth,The first step toward success is taken when you refuse to be a captive of the environment in which you first find yourself.  #POKRally #HI,,,
mbdata,20140123190426,KronosQuoth,Develop success from failures. Discouragement and failure are two of the surest stepping stones to success.  #POKRally #HI,,,
