type,date(yyyyMMddHHmmss),author,message,latitude,longitude, location
mbdata,20140123201511,Clevvah4Evah,Thats bad I have carpool tunnel #POK #Rally #Grammar,,,
mbdata,20140123201511,Clevvah4Evah,I literally felt like blowing them up #POK #Rally #Grammar,,,
mbdata,20140123201511,KronosQuoth,"Opportunities don't happen, you create them.  #POKRally #HI",,,
mbdata,20140123201521,brandonL,RT @CentralBulletin negotiations begin between shooter and police #Abila #CentralBulletin,,,
mbdata,20140123201541,KronosQuoth,"We become what we think about most of the time, and that's the strangest secret.  #POKRally #HI",,,
mbdata,20140123201547,megaMan,@tomish Looked like it was chased into gelato #TAG,,,
mbdata,20140123201547,NewsOnlineToday,Police evacuating area of businesses underway near police standoff #Abila,,,
mbdata,20140123201547,roger_roger,still here,,,
mbdata,20140123201601,ninjabob,RT @HomelandIlluminations Evacuations of area businesses are under way at police standoff,,,
mbdata,20140123201601,brain448,RT @HomelandIlluminations Evacuations of area businesses are under way at police standoff,,,
mbdata,20140123201604,KronosQuoth,The battles that count arent the ones for gold medals. The struggles within yourself #KronosStar #POKRally,,,
mbdata,20140123201604,KronosQuoth,I am not a product of my circumstances. I am a product of my decisions.  #KronosStar #POKRally,,,
mbdata,20140123201604,meds4realz43,I got cheap medication online without a prescription meds.kronos/cheapmeds #kronos #abila,,,
mbdata,20140123201604,KronosQuoth,The person who says it cannot be done should not interrupt the person who is doing it.  #KronosStar #POKRally,,,
mbdata,20140123201614,megaMan,Negotiator guy and van guy still back and forth.  #TAG,,,
mbdata,20140123201614,AbilaPost,Gelatogalore patrons are still trapped inside #AbilaPost,,,
mbdata,20140123201628,KronosQuoth,Things work out best for those who make the best of how things work out.  #POKRally #HI,,,
mbdata,20140123201628,grassGreeener,Easy credit cards! get what you're worth! easycredit.kronos/morecredit #abila #nobanks,,,
mbdata,20140123201628,KronosQuoth,"Success is liking yourself, liking what you do, and liking how you do it.  #POKRally #HI",,,
mbdata,20140123201628,KronosQuoth,We can easily forgive a child who is afraid of the dark; the real tragedy of life is when men are afraid of the light.  #KronosStar #POKRally,,,
mbdata,20140123201658,Clevvah4Evah,"In edition, you should always add instead of multiply #POK #Rally #Grammar",,,
mbdata,20140123201658,KronosQuoth,The future heals descriptions of marvel #POKRally #HI,,,
mbdata,20140123201700,sarajane,RT @sofitees should got another coffeee this is going to take a long time #standoff,,,
mbdata,20140123201701,dtennent,RT @HomelandIlluminations Evacuations of area businesses are under way at police standoff,,,
mbdata,20140123201701,zengardener,RT @HomelandIlluminations Evacuations of area businesses are under way at police standoff,,,
mbdata,20140123201725,Clevvah4Evah,GAStech said they would give me a bonus! #POK #Rally #Grammar,,,
mbdata,20140123201747,brain448,RT @NewsOnlineToday Police evacuating area of businesses underway near police standoff #Abila,,,
mbdata,20140123201747,siliconKing,RT @NewsOnlineToday Police evacuating area of businesses underway near police standoff #Abila,,,
mbdata,20140123201755,KronosQuoth,All our dreams can come true if we have the courage to pursue them.  #POKRally #HI,,,
mbdata,20140123201801,farmboy,RT @HomelandIlluminations No word yet on condition of injured firefighter. #HI,,,
mbdata,20140123201801,BlueVelvet,RT @HomelandIlluminations Evacuations of area businesses are under way at police standoff,,,
mbdata,20140123201801,rrWine,RT @HomelandIlluminations Evacuations of area businesses are under way at police standoff,,,
mbdata,20140123201801,FriendsOfKronos,why has no one put it together? black van shooter rally hostages = POK rally distraction for POK kidnapping #POK #terror,,,
mbdata,20140123201801,megaMan,van guy waving gun at the roofs. Thinks SWATs there?  #TAG,,,
mbdata,20140123201801,AbilaPost,evacuated witness reports seeing wild driving black van being pursued by two cop cars #AbilaPost,,,
mbdata,20140123201801,roger_roger,oh jeez some girl here just threw up,,,
mbdata,20140123201818,KronosQuoth,"If you genuinely want something, don't wait for it -- teach yourself to be impatient.  #POKRally #HI",,,
mbdata,20140123201847,ninjabob,RT @NewsOnlineToday Police evacuating area of businesses underway near police standoff #Abila,,,
mbdata,20140123201847,rrWine,RT @roger_roger still here,,,
mbdata,20140123201848,KronosQuoth,Its not the years in your life that count. Its the life in your years.  #KronosStar #POKRally,,,
mbdata,20140123201848,KronosQuoth,"Just when the caterpillar thought the world was ending, he turned into a butterfly.  #POKRally #HI",,,
mbdata,20140123201901,pinky,RT @AbilaPost evacuated witness reports seeing wild driving black van being pursued by two cop cars #AbilaPost,,,
mbdata,20140123201904,FriendsOfKronos,they were moving the hostages and got cuaght the feeble minded always result to violence #POK,,,
mbdata,20140123201904,megaMan,"Bad guy: """"Oh I'm getting out of here"""" yelling  #TAG""""",,,
mbdata,20140123201904,AbilaPost,witness reports hearing popping sounds later understood to be gun fire #AbilaPost,,,
mbdata,20140123201914,plasticParts,RT @AbilaPost Gelatogalore patrons are still trapped inside #AbilaPost,,,
mbdata,20140123201917,KronosQuoth,"We must believe that we are gifted for something, and that this thing, at whatever cost, must be attained.  #KronosStar #POKRally",,,
mbdata,20140123201917,Clevvah4Evah,My boss just made a 360 on his last decision! #POK #Rally #Grammar,,,
mbdata,20140123201917,eazymoney,Artist ? musician? need more followers ? click here  followme.kronos/artists #abila #artists,,,
mbdata,20140123201917,KronosQuoth,Too many of us are not living our dreams because we are living our fears.  #KronosStar #POKRally,,,
mbdata,20140123201939,Clevvah4Evah,April 31 2013 - will always remember that date #POK #Rally #Grammar,,,
mbdata,20140123201939,KronosQuoth,The first step toward success is taken when you refuse to be a captive of the environment in which you first find yourself.  #POKRally #HI,,,
mbdata,20140123201939,KronosQuoth,"You who are without sin, cast the first stone  #KronosStar #POKRally",,,
mbdata,20140123202001,siliconKing,RT @AbilaPost evacuated witness reports seeing wild driving black van being pursued by two cop cars #AbilaPost,,,
mbdata,20140123202002,footfingers,corrupt officials allow corporate greed to poison your land #POK,36.054,24.902,
mbdata,20140123202002,protoGuy,van dude is yelling at cops,,,
mbdata,20140123202002,Sara_Nespola,now people are showing up that were trapped in the coffee shop #hostage,,,
mbdata,20140123202002,megaMan,"Bad guy: """"Im outta here or people die""""  #TAG""""",,,
mbdata,20140123202002,AbilaPost,witness reports that male driver of black van tried to drive out of gelatogalore parking lot but was blocked then opened fire #AbilaPost,,,
mbdata,20140123202002,KronosStar,Standoff between APD and shooters continues at Gelato Galore. #KronosStar,,,
mbdata,20140123202002,HomelandIlluminations,Witnesses report there may be people trapped in nearby businesses,,,
mbdata,20140123202002,Officia1AbilaPost,Eight Shot at GelatoGalore Robbery smad.co.kronos/39vn811v,,,
mbdata,20140123202004,farmboy,RT @FriendsOfKronos they were moving the hostages and got cuaght the feeble minded always result to violence #POK,,,
mbdata,20140123202009,KronosQuoth,"Dreaming, after all, is a form of planning.  #KronosStar #POKRally",,,
mbdata,20140123202009,KronosQuoth,"I have not failed. I've just found 10,000 ways that won't work.  #POKRally #HI",,,
mbdata,20140123202009,KronosQuoth,You've got to get up every morning with determination if you're going to go to bed with satisfaction.  #POKRally #HI,,,
mbdata,20140123202014,jaques,RT @AbilaPost Gelatogalore patrons are still trapped inside #AbilaPost,,,
mbdata,20140123202038,KronosQuoth,"If the wind will not serve, take to the oars.  #KronosStar #POKRally",,,
mbdata,20140123202038,KronosQuoth,The best time to plant a tree was 20 years ago. The second best time is now.  #KronosStar #POKRally,,,
mbdata,20140123202038,KronosQuoth,The road to success and the road to failure are almost exactly the same.  #POKRally #HI,,,
mbdata,20140123202038,Clevvah4Evah,Don't be disinterested in the movie! #POK #Rally #Grammar,,,
mbdata,20140123202101,zengardener,RT @AbilaPost evacuated witness reports seeing wild driving black van being pursued by two cop cars #AbilaPost,,,
mbdata,20140123202101,blueSunshine,RT @AbilaPost evacuated witness reports seeing wild driving black van being pursued by two cop cars #AbilaPost,,,
mbdata,20140123202102,sarajane,RT @AbilaPost witness reports that male driver of black van tried to drive out of gelatogalore parking lot but was blocked then opened fire #AbilaPost,,,
mbdata,20140123202102,joyce101,RT @KronosStar Standoff between APD and shooters continues at Gelato Galore. #KronosStar,,,
mbdata,20140123202102,plasticParts,RT @KronosStar Standoff between APD and shooters continues at Gelato Galore. #KronosStar,,,
mbdata,20140123202102,farmboy,RT @KronosStar Standoff between APD and shooters continues at Gelato Galore. #KronosStar,,,
mbdata,20140123202103,FriendsOfKronos,i found the kidnapped GASTECH employees there at gelatogalore with POK terrorists,,,
mbdata,20140123202103,megaMan,not good #TAG,,,
mbdata,20140123202103,NewsOnlineToday,People may be trapped in nearby businesses #Abila,,,
mbdata,20140123202103,panopticon,guy in the black van is screaming something at the cops but cant hear what,,,
mbdata,20140123202103,roger_roger,if this doesn't end soon i'm gonna leave anyway,,,
ccdata,20140123202103,,SUBJECT STOP,,,N. Estos St / N. Barabla St
mbdata,20140123202104,vetsRock,RT @AbilaPost witness reports hearing popping sounds later understood to be gun fire #AbilaPost,,,
mbdata,20140123202104,teresaJ,RT @AbilaPost witness reports hearing popping sounds later understood to be gun fire #AbilaPost,,,
mbdata,20140123202109,Clevvah4Evah,What's the diff between would of and would've? #POK #Rally #Grammar,,,
mbdata,20140123202109,whiteprotein,You look different in this photo. pics.kronos/pics  #abila #pictures,,,
mbdata,20140123202113,FriendsOfKronos,APD should hire me,,,
mbdata,20140123202113,megaMan,Good time to listen behind the pole  #TAG,,,
mbdata,20140123202123,megaMan,OK I cant move without being under a light  #TAG #stuck,,,
mbdata,20140123202133,KronosQuoth,"Success is the sum of small efforts, repeated day-in and day-out.  #POKRally #HI",,,
mbdata,20140123202133,KronosQuoth,Believe you can and youre halfway there.  #KronosStar #POKRally,,,
mbdata,20140123202133,KronosQuoth,"There is no chance, no destiny, no fate, that can hinder or control the firm resolve of a determined soul.  #POKRally #HI",,,
mbdata,20140123202133,KronosQuoth,"The successful warrior is the average man, with laser-like focus.  #POKRally #HI",,,
mbdata,20140123202134,footfingers,rise up against corruption and injustice #POK,36.054,24.902,
mbdata,20140123202134,protoGuy,i wonder why the cops were chasing this van anyway,,,
mbdata,20140123202134,HomelandIlluminations,Standoff continues with multiple gunmen with unknown number of hostages,,,
mbdata,20140123202134,MarcusDrymiau,dude outside is yelling something about hostages #standoff,,,
mbdata,20140123202134,prettyRain,please please tell me whats happening out there? did someone get shot?,,,
mbdata,20140123202143,NewsOnlineToday,Standoff continues with multiple gunmen and unknown number of hostages #Abila,,,
mbdata,20140123202158,KronosQuoth,Life is not about finding yourself. Life is about creating yourself.  #POKRally #HI,,,
mbdata,20140123202201,jgrobannne,RT @AbilaPost evacuated witness reports seeing wild driving black van being pursued by two cop cars #AbilaPost,,,
mbdata,20140123202201,wiseWords,RT @AbilaPost evacuated witness reports seeing wild driving black van being pursued by two cop cars #AbilaPost,,,
mbdata,20140123202201,joyce101,RT @AbilaPost evacuated witness reports seeing wild driving black van being pursued by two cop cars #AbilaPost,,,
mbdata,20140123202202,siliconKing,RT @KronosStar Standoff between APD and shooters continues at Gelato Galore. #KronosStar,,,
mbdata,20140123202202,dolls4sale,RT @KronosStar Standoff between APD and shooters continues at Gelato Galore. #KronosStar,,,
mbdata,20140123202204,worldWatcher,"RT @megaMan Bad guy: """"Oh I'm getting out of here"""" yelling  #TAG""""",,,
mbdata,20140123202221,megaMan,think someone in the van just showed a hostage! Looked like a girl  #TAG,,,
mbdata,20140123202221,AbilaPost,close to 200 people have gathered to watch standoff at Alexandrias & Ithakis #AbilaPost,,,
mbdata,20140123202221,SiaradSea,Home!,,,
ccdata,20140123202221,,MISDEMEANOR ASSAULT-IN PROGRESS,,,3184 N. Agisilaou St
mbdata,20140123202229,Clevvah4Evah,Don't be disinterested in the movie! #POK #Rally #Grammar,,,
mbdata,20140123202229,KronosQuoth,Evolution inspires incredible phenomena #POKRally #HI,,,
mbdata,20140123202229,KronosQuoth,Start where you are. Use what you have.  Do what you can.  #KronosStar #POKRally,,,
mbdata,20140123202229,KronosQuoth,"If you hear a voice within you say you cannot paint, then by all means paint and that voice will be silenced.  #KronosStar #POKRally",,,
mbdata,20140123202256,KronosQuoth,"The successful warrior is the average man, with laser-like focus.  #POKRally #HI",,,
mbdata,20140123202256,junkman377,How's your credit rating? Need a boost? fixit.kronos/creditratings #abila #badcredit,,,
mbdata,20140123202256,Clevvah4Evah,"In edition, you should always add instead of multiply #POK #Rally #Grammar",,,
mbdata,20140123202256,KronosQuoth,"We become what we think about most of the time, and that's the strangest secret.  #POKRally #HI",,,
mbdata,20140123202302,courage4life,RT @AbilaPost witness reports that male driver of black van tried to drive out of gelatogalore parking lot but was blocked then opened fire #AbilaPost,,,
mbdata,20140123202302,BlueVelvet,RT @KronosStar Standoff between APD and shooters continues at Gelato Galore. #KronosStar,,,
mbdata,20140123202302,stolkfair,RT @HomelandIlluminations Witnesses report there may be people trapped in nearby businesses,,,
mbdata,20140123202303,FriendsOfKronos,what kind of dummies go to where shooting is? bystanders deserve to get shot #POK,,,
mbdata,20140123202303,megaMan,@ben the other guy showed her through the van window,,,
mbdata,20140123202303,hempRules,What a great career - #policenegotiator.,,,
mbdata,20140123202304,phantomagate,RT @AbilaPost witness reports hearing popping sounds later understood to be gun fire #AbilaPost,,,
mbdata,20140123202318,KronosQuoth,"Either you run the day, or the day runs you.  #KronosStar #POKRally",,,
mbdata,20140123202318,KronosQuoth,Knowledge is being aware of what you can do. Wisdom is knowing when not to do it.  #POKRally #HI,,,
mbdata,20140123202318,KronosQuoth,"If you want your children to turn out well, spend twice as much time with them, and half as much money.  #KronosStar #POKRally",,,
mbdata,20140123202323,lindyT,RT @megaMan OK I cant move without being under a light  #TAG #stuck,,,
mbdata,20140123202347,KronosQuoth,Only put off until tomorrow what you are willing to die having left undone.  #POKRally #HI,,,
mbdata,20140123202347,KronosQuoth,The mind is everything. What you think you become.   #KronosStar #POKRally,,,
mbdata,20140123202402,gardener4958,RT @AbilaPost witness reports that male driver of black van tried to drive out of gelatogalore parking lot but was blocked then opened fire #AbilaPost,,,
mbdata,20140123202402,soup4u,RT @KronosStar Standoff between APD and shooters continues at Gelato Galore. #KronosStar,,,
mbdata,20140123202402,joyce101,RT @HomelandIlluminations Witnesses report there may be people trapped in nearby businesses,,,
mbdata,20140123202403,wiseWords,RT @megaMan not good #TAG,,,
mbdata,20140123202418,KronosQuoth,"Strive not to be a success, but rather to be of value.  #KronosStar #POKRally",,,
mbdata,20140123202418,Clevvah4Evah,GAStech said they would give me a bonus! #POK #Rally #Grammar,,,
mbdata,20140123202418,KronosQuoth,"Don't raise your voice, improve your argument.  #POKRally #HI",,,
mbdata,20140123202418,KronosQuoth,"I have learned over the years that when ones mind is made up, this diminishes fear.  #KronosStar #POKRally",,,
mbdata,20140123202421,vetsRock,RT @SiaradSea Home!,,,
mbdata,20140123202446,KronosQuoth,"If you genuinely want something, don't wait for it -- teach yourself to be impatient.  #POKRally #HI",,,
mbdata,20140123202446,KronosQuoth,"We become what we think about most of the time, and that's the strangest secret.  #POKRally #HI",,,
mbdata,20140123202500,KronosStar,The fire doesn't appear to be growing. #KronosStar #DancingDolphinFire #AFDHeroes,,,
mbdata,20140123202500,HomelandIlluminations,Officials report fire might be under control. #HI,,,
mbdata,20140123202500,redisrad,"Mikal, Oso - are you still at the rally? can I crash at your place? no telling when I can get home tonite #couchsurf",,,
mbdata,20140123202500,FriendsOfKronos,terrorists love random violence shoot an innocent bystander why not? #POK,,,
mbdata,20140123202500,rockStar113,@AbilaPost gag who cares about the moneygrubbers - people are hurt,,,
mbdata,20140123202500,megaMan,"@ben It looked like """"She's first"""" #scary #TAG""""",,,
mbdata,20140123202500,InternationalNews,Abila standoff continues in a stalemate. #abila #IntNews,,,
mbdata,20140123202500,SiaradSea,"I'm all right, everybody! Gonna try to unwind now.",,,
mbdata,20140123202503,courage4life,RT @NewsOnlineToday People may be trapped in nearby businesses #Abila,,,
mbdata,20140123202510,KronosQuoth,"The most difficult thing is the decision to act, the rest is merely tenacity.  #KronosStar #POKRally",,,
mbdata,20140123202510,KronosQuoth,"There is only one way to avoid criticism: do nothing, say nothing, and be nothing.  #KronosStar #POKRally",,,
mbdata,20140123202535,KronosQuoth,The person who says it cannot be done should not interrupt the person who is doing it.  #KronosStar #POKRally,,,
mbdata,20140123202535,KronosQuoth,"Good things come to people who wait, but better things come to those who go out and get them.  #POKRally #HI",,,
mbdata,20140123202600,dtennent,"RT @megaMan @ben It looked like """"She's first"""" #scary #TAG""""",,,
mbdata,20140123202600,plasticParts,"RT @SiaradSea I'm all right, everybody! Gonna try to unwind now.",,,
mbdata,20140123202602,michelleR,Where's CHuc Norris when you need him?,,,
mbdata,20140123202602,megaMan,Negotiator guy calmed them down #TAG,,,
mbdata,20140123202602,AbilaPost,what will the economic impact of this standoff be for businesses in the vicinity? #AbilaPost,,,
mbdata,20140123202602,panopticon,they need to put more pressure on this guy ramp up the negoitations,,,
mbdata,20140123202602,Simon_Hamaeth,we're free! thanks #APD #standoff,,,
mbdata,20140123202602,KronosQuoth,"I have learned over the years that when ones mind is made up, this diminishes fear.  #KronosStar #POKRally",,,
mbdata,20140123202602,KronosQuoth,"There is no chance, no destiny, no fate, that can hinder or control the firm resolve of a determined soul.  #POKRally #HI",,,
mbdata,20140123202602,KronosQuoth,Innovation distinguishes between a leader and a follower.  #POKRally #HI,,,
mbdata,20140123202615,FriendsOfKronos,hey Abila Post: terrorism is bad for business #POK,,,
mbdata,20140123202615,megaMan,Not yelling as much #TAG,,,
mbdata,20140123202624,KronosQuoth,The question isnt who is going to let me; its who is going to stop me.  #KronosStar #POKRally,,,
mbdata,20140123202624,KronosQuoth,Change your thoughts and you change your world.  #KronosStar #POKRally,,,
mbdata,20140123202624,KronosQuoth,What seems to us as bitter trials are often blessings in disguise. #POKRally #HI,,,
mbdata,20140123202644,KronosQuoth,"Whenever you see a successful person you only see the public glories, never the private sacrifices to reach them.  #POKRally #HI",,,
mbdata,20140123202644,KronosQuoth,"Happiness is a butterfly, which when pursued, is always beyond your grasp. #POKRally #HI",,,
mbdata,20140123202644,reggierockin776,One of the top diseases- help us cure it! diseasefund.kronos/payus #abila #cancer,,,
mbdata,20140123202644,KronosQuoth,If you want to achieve greatness stop asking for permission.  #POKRally #HI,,,
mbdata,20140123202649,megaMan,@tomish most of the police are backed off  #TAG,,,
mbdata,20140123202702,rnbwBrite,RT @megaMan Negotiator guy calmed them down #TAG,,,
mbdata,20140123202710,KronosQuoth,"Blessed are the meek, for they shall inherit the earth  #KronosStar #POKRally",,,
mbdata,20140123202710,KronosQuoth,There are no traffic jams along the extra mile.  #KronosStar #POKRally,,,
mbdata,20140123202711,megaMan,lots of guns pointed at that van #TAG,,,
ccdata,20140123202713,,INCOMPLETE CALL FOR POLICE,,,N/A
mbdata,20140123202731,KronosQuoth,Develop success from failures. Discouragement and failure are two of the surest stepping stones to success.  #POKRally #HI,,,
mbdata,20140123202731,KronosQuoth,"Your time is limited, so dont waste it living someone elses life.  #KronosStar #POKRally",,,
mbdata,20140123202731,KronosQuoth,"As we look ahead into the next century, leaders will be those who empower others.  #POKRally #HI",,,
mbdata,20140123202731,KronosQuoth,Develop success from failures. Discouragement and failure are two of the surest stepping stones to success.  #POKRally #HI,,,
mbdata,20140123202733,FriendsOfKronos,no amount of greenwashing can clean your terror organization Sylvia #POK #terror,,,
mbdata,20140123202733,protoGuy,"i want to move to get a better view, but there are too many guns out",,,
mbdata,20140123202733,megaMan,hi tension but maybe the talking is working #TAG,,,
mbdata,20140123202733,roger_roger,some guy looked out the window says theres a ton of cops,,,
mbdata,20140123202752,KronosQuoth,You must expect great things of yourself before you can do them.  #POKRally #HI,,,
mbdata,20140123202800,klingon4real,RT @rockStar113 @AbilaPost gag who cares about the moneygrubbers - people are hurt,,,
mbdata,20140123202802,brandonL,RT @Simon_Hamaeth we're free! thanks #APD #standoff,,,
mbdata,20140123202821,rockinHW,make $630-$8062 a month online fastjobs.kronos/tricks #abila #workAtHome,,,
mbdata,20140123202821,KronosQuoth,Every strike brings me closer to the next home run.  #KronosStar #POKRally,,,
mbdata,20140123202821,KronosQuoth,It is better to fail in originality than to succeed in imitation.  #POKRally #HI,,,
mbdata,20140123202821,cminvestments11,you r famous now haha  badprofiles.kronos/tacky   #abila #pictures,,,
mbdata,20140123202833,vonneka,"RT @protoGuy i want to move to get a better view, but there are too many guns out",,,
mbdata,20140123202842,HomelandIlluminations,Officials state fire is under control. #HI,,,
mbdata,20140123202842,megaMan,@ben I'm at 200 followers now #TAG,,,
mbdata,20140123202842,roger_roger,just shoot them already,,,
ccdata,20140123202842,,TRAFFIC STOP,,,N. Polvo St / N. Androutsou St
mbdata,20140123202849,KronosQuoth,"Success is liking yourself, liking what you do, and liking how you do it.  #POKRally #HI",,,
mbdata,20140123202849,Clevvah4Evah,I want a job 80% mental 30% fiscal #POK #Rally #Grammar,,,
mbdata,20140123202849,KronosQuoth,There are two types of people who will tell you that you cannot make a difference in this world. #POKRally #HI,,,
ccdata,20140123202907,,SHOPLIFTING,,,2297 Filis St
mbdata,20140123202915,electricAvenue,RT @megaMan Not yelling as much #TAG,,,
mbdata,20140123202918,KronosQuoth,There are no traffic jams along the extra mile.  #KronosStar #POKRally,,,
mbdata,20140123202942,worldWatcher,RT @HomelandIlluminations Officials state fire is under control. #HI,,,
mbdata,20140123202946,KronosQuoth,The first step toward success is taken when you refuse to be a captive of the environment in which you first find yourself.  #POKRally #HI,,,
mbdata,20140123202946,KronosQuoth,"We become what we think about most of the time, and that's the strangest secret.  #POKRally #HI",,,
mbdata,20140123202946,KronosQuoth,"If you want to achieve excellence, you can get there today. As of this second, quit doing less-than-excellent work.  #POKRally #HI",,,
mbdata,20140123202946,Clevvah4Evah,The rally has peaked my interest! #POK #Rally #Grammar,,,
mbdata,20140123203000,KronosStar,Firemen are running from the building. Something is wrong... #KronosStar #DancingDolphinFire #AFDHeroes,,,
mbdata,20140123203000,redisrad,Anyone want to meet at #ouzerielian to drink our troubles away?,,,
mbdata,20140123203000,mountain478,can't study -- too much going on outside - must watch the drama unfold #fireisscience,,,
mbdata,20140123203000,footfingers,we suport the POK's fight for the people of Kronos #POK #APA,36.054,24.902,
mbdata,20140123203000,megaMan,Some kid just came up behind me at the pole #scaredmetodeath #TAG,,,
mbdata,20140123203000,AbilaPost,Despite being advised to avoid the area the crowd has continued to grow around the standoff #AbilaPost,,,
mbdata,20140123203000,panopticon,are they just waiting him out of what?,,,
mbdata,20140123203000,MarcusDrymiau,I hope everyone stays calm and the hostages don't get hurt #standoff,,,
mbdata,20140123203006,KronosQuoth,"I find that when you have a real interest in life and a curious life, that sleep is not the most important thing.  #POKRally #HI",,,
mbdata,20140123203006,KronosQuoth,The most common way people give up their power is by thinking they dont have any.  #KronosStar #POKRally,,,
mbdata,20140123203006,Clevvah4Evah,I want a job 80% mental 30% fiscal #POK #Rally #Grammar,,,
mbdata,20140123203006,KronosQuoth,Success is walking from failure to failure with no loss of enthusiasm.  #POKRally #HI,,,
mbdata,20140123203015,FriendsOfKronos,crowd continues to grow despite police warnings #POK,,,
mbdata,20140123203015,megaMan,Kid says he saw 2 people in the van from the other side of the street #TAG,,,
mbdata,20140123203015,katrina,Even criminals love #GelatoGalore,,,
mbdata,20140123203031,KronosQuoth,"Whatever the mind of man can conceive and believe, it can achieve.  #KronosStar #POKRally",,,
mbdata,20140123203031,KronosQuoth,"Ask and it will be given to you; search, and you will find; knock and the door will be opened for you.  #KronosStar #POKRally",,,
mbdata,20140123203031,KronosQuoth,You've got to get up every morning with determination if you're going to go to bed with satisfaction.  #POKRally #HI,,,
mbdata,20140123203057,KronosQuoth,All our dreams can come true if we have the courage to pursue them.  #POKRally #HI,,,
mbdata,20140123203100,zengardener,RT @AbilaPost Despite being advised to avoid the area the crowd has continued to grow around the standoff #AbilaPost,,,
mbdata,20140123203101,FriendsOfKronos,i know lets get close to the terrorists #POK,,,
mbdata,20140123203101,megaMan,kid ran off...said hes taking pictures to sell to the press  #TAG,,,
ccdata,20140123203102,,NARCOTIC ACTIVITY-REPORT,,,644 S. Honoliau St
mbdata,20140123203118,KronosQuoth,"Take up one idea. Make that one idea your life - think of it, dream of it, live on that idea.#POKRally #HI",,,
mbdata,20140123203118,KronosQuoth,"You can do anything, but not everything.  #POKRally #HI",,,
mbdata,20140123203118,KronosQuoth,The distance between insanity and genius is measured only by success.  #POKRally #HI,,,
mbdata,20140123203118,KronosQuoth,You become what you believe.  #KronosStar #POKRally,,,
mbdata,20140123203147,truccotrucco,so bored & so scared ive never felt like this before #standoff,36.059,24.856,
mbdata,20140123203147,megaMan,more talk - think van guys are trying to work a deal to leave #TAG,,,
mbdata,20140123203147,Officia1AbilaPost,The latest news behind the #GAStech #mystery.  smad.co.kronos/cbcje9q,,,
mbdata,20140123203148,KronosQuoth,You measure the size of the accomplishment by the obstacles you had to overcome to reach your goals.  #POKRally #HI,,,
mbdata,20140123203148,KronosQuoth,An unexamined life is not worth living.  #KronosStar #POKRally,,,
mbdata,20140123203148,KronosQuoth,An unexamined life is not worth living.  #KronosStar #POKRally,,,
mbdata,20140123203159,FriendsOfKronos,stand off dragging on are they debating how stufpid the terrorists are? #POK,,,
mbdata,20140123203159,megaMan,cops aren't buying it #TAG,,,
mbdata,20140123203200,vetsRock,RT @KronosStar Firemen are running from the building. Something is wrong... #KronosStar #DancingDolphinFire #AFDHeroes,,,
mbdata,20140123203200,vetsRock,RT @KronosStar Firemen are running from the building. Something is wrong... #KronosStar #DancingDolphinFire #AFDHeroes,,,
mbdata,20140123203200,electricAvenue,RT @AbilaPost Despite being advised to avoid the area the crowd has continued to grow around the standoff #AbilaPost,,,
mbdata,20140123203208,KronosQuoth,"Life is not measured by the number of breaths we take, but by the moments that take our breath away.  #KronosStar #POKRally",,,
mbdata,20140123203211,megaMan,police moving people back - kid jujst got caught #TAG,,,
mbdata,20140123203236,carjunkers,"This is NUTS, I swear I'm getting 100s of followers from this program!! Check it followers.kronos/getpeople #abila #followers",,,
mbdata,20140123203236,KronosQuoth,A person who never made a mistake never tried anything new.  #KronosStar #POKRally,,,
mbdata,20140123203247,rnbwBrite,RT @megaMan more talk - think van guys are trying to work a deal to leave #TAG,,,
mbdata,20140123203252,NewsOnlineToday,Abila fire is under control. #NewsOnline,,,
mbdata,20140123203252,truccotrucco,i wish this was over i can barely even type anthing #standoff,36.059,24.856,
mbdata,20140123203252,FriendsOfKronos,no deal with terrorists #POK,,,
mbdata,20140123203252,protoGuy,i wonder what the cops are offering the van dude to get him to give up,,,
mbdata,20140123203252,AbilaPost,Please avoid the area surrounding Gelatogalore intersection of Alexandrias & Ithakis police action underway #AbilaPost,,,
mbdata,20140123203300,lordWally,RT @KronosStar Firemen are running from the building. Something is wrong... #KronosStar #DancingDolphinFire #AFDHeroes,,,
mbdata,20140123203300,rnbwBrite,RT @KronosStar Firemen are running from the building. Something is wrong... #KronosStar #DancingDolphinFire #AFDHeroes,,,
mbdata,20140123203300,BlueVelvet,RT @KronosStar Firemen are running from the building. Something is wrong... #KronosStar #DancingDolphinFire #AFDHeroes,,,
mbdata,20140123203300,pinky,RT @KronosStar Firemen are running from the building. Something is wrong... #KronosStar #DancingDolphinFire #AFDHeroes,,,
mbdata,20140123203300,KronosStar,The top floors of the building have collapsed. #KronosStar #DancingDolphinFire,,,
mbdata,20140123203300,AbilaPost,the top floors have collapsed into the first floor?#AbilaPost,,,
mbdata,20140123203300,HomelandIlluminations,Top floors of building have collapsed. #HI,,,
mbdata,20140123203300,hempRules,What caused the #fire?? Anybody hurt?,,,
mbdata,20140123203300,Sara_Nespola,this takes a lot longer in real life than it does in the movies #hostage,,,
ccdata,20140123203300,,ALARM-SECURE NO CRIME,,,3103 N. Alamanas St
mbdata,20140123203303,KronosQuoth,Eighty percent of success is showing up.  #KronosStar #POKRally,,,
mbdata,20140123203303,KronosQuoth,"Whatever the mind of man can conceive and believe, it can achieve.  #KronosStar #POKRally",,,
